case	stub_va	table_va	table_delta	template_fn_va	fn_size	class_name	prop_members	fn_members
364	0x158ac04	0x565d100	-67968844	0x15d35f8	1116	FEBattleDcGlobalPlayerStat	damageItem;useSkillItem	itemList;itemList;hurtItemDict;hurtItemDict;hurtHeroIdDataItemList;hurtHeroIdDataItemList
365	0x158ac10	0x565d104	-67968832	0x15d3ab8	None	FEBattleDcGlobalData	inited	globalMonsters;globalMonsters;globalTowerSoldier;globalTowerSoldier;globalPlant;globalPlant;globalSurrender;globalSurrender;strategicPoints;strategicPoints;globalOthers;globalOthers;globalWards;globalWards;globalSignal;globalSignal
366	0x158ac1c	0x565d108	-67968820	0x15d4f44	364	FEBattleDcPlayerMvpScoreStat	isUseNewMvpScore;isMvp;newMvpScore;oldMvpScore	
367	0x158ac28	0x565d10c	-67968808	0x15d5114	1984	DcMedalData	killNoVisionCount;killLongRangeCount;assistKillTopLaneCount;assistKillMidLaneCount;assistKillBotLaneCount;jungleKillEnemyCampInSelfZone;killWithElderDragonBuffCount;towerDestroyWithBaronBuffCount;destroyNexusWithin10sCount;killSnowballTargetWithin5sCount;killCoreRoleCount;assistKillCoreRoleCount;killTopLaneWithin6MinCount;killMidLaneWithin6MinCount;killBotLaneWithin6MinCount;killWithin7MinCount;killAfterScryBloomWithin30sCount;counterKillUnderTowerCount;diveTowerKillCount;stealEpicMonsterCount;lethalCCCount;jungleKillInEnemyZoneCount;dravenKillWith150AdorationCount;enemyDravenMaxAdoration;rumbleOverheatKillCount;tristanaMaxSimulKnockback;poppyStopDashCount;teemoShroomKillCount;veigarEStunCount;corkiMissileKillCount;luluPolymorphCount;ziggsUltKillCount;fizzUltKillCount;amumuRTargetCount;poppyRKnockbackCount;vexMaxSimulFearTargets;heimerdingerStunCount;assistKillTeemoCount;mundoPassiveRootCleanseCount;consumeEnemyHoneyFruitCount;ownLaneFirstTowerMaxSurviveTime;nexusOnlyRemaining;deathByTowerCount;consumeAllLanePlates;ownLanePlatesLostCount;survive3MinAfterHeraldHitTower;bounty1000NoDeathStreak;heraldHitInhibTowerCount;winWithIntactTowers	
368	0x158ac34	0x565d110	-67968796	0x15d5938	1184	FEBattleDcPlayerMedal	isKiller;lastSnowballHitKillCountDic;lastSearchlightKillCountDic;lastControlEffectKillCountDic	dcMedalData;dcMedalData;_battleHero;_battleHero;monsterSnatchConditionResList;monsterSnatchConditionResList
369	0x158ac40	0x565d114	-67968784	0x15d5e3c	580	FEBattleDcAICommonRoundStat	teamDifficultyMax;teamDifficultyMin;individualDifficultyMin;individualDifficultyMax;teamDifficultyStart;individualDifficultyStart;isReachTeamDifficultyMax;isReachTeamDifficultyMin;isReachIndividualDifficultyMax;isReachIndividualDifficultyMin	
370	0x158ac4c	0x565d118	-67968772	0x15d60e4	508	HexAramBuffResTypeInfo	roomId;roleId;heroId;modeId;normal_Pool_Num;generic_Pool_Num;favorite_Pool_Num;recommend_Pool_Num	
371	0x158ac58	0x565d11c	-67968760	0x15d6344	544	DistributedLocationBuffInfo	roomId;roleId;heroId;modeId;roleNum;showTipsTime;BaseDistributedLocation;NewDistributedLocation;ChangeState	
372	0x158ac64	0x565d120	-67968748	0x15d65c8	384	FEBattleDcPlayerGamePlayData	gpExtraParamIntDic;gpExtraParamFix64Dic;eeExtraParamIntDic;eeExtraParamFix64Dic;gpEasterEggId	
373	0x158ac70	0x565d124	-67968736	0x15d67ac	1396	FEBattleDcPlayerSpecialActivityStat	speedTaskCount;winWithoutEquipTaskCount;enterSpringTaskCount;stayInGrassTaskCount;pentakillTaskCount;skillKillAndAssistCount;iCreatePlantCnt;iRStrikeCnt;iSyndraStunCnt;syndraStunCntDic;talonLiuxueKillCnt;talonQKillCnt;talonWHitCnt;talonWHitCntDic;lissandraWHitDic;talonECnt;talonRKillAndAssistCnt;talonLastRTime;zeriWWallHitHeroCnt;teamTogalDamage;teamFireDragonCnt;mordekaiser_P_SpeedCnt;mordekaiser_Q_Damage;mordekaiser_W_Absorb;mordekaiser_E_HitCnt;mordekaiser_R_KillCnt;mordekaiser_P_State;lissandra_Q_HeroCnt;lissandra_W_ThreeHeroCnt;lissandra_E_WallCnt;rellQBreakShieldCnt;rellWRidingKnockCnt;rellEBombCnt	
374	0x158ac7c	0x565d128	-67968724	0x15d6d84	436	FEBattleDcPlayerDeathline	lineStartTime;lineTime;outLineStartTime;outTime;hpLost;maxoutTime	
375	0x158ac88	0x565d12c	-67968712	0x15d6f9c	292	PerfectFitInfo	roleId;teammateId	
376	0x158ac94	0x565d130	-67968700	0x15d7124	328	DcKillAssistItem	killerObjId;deadObjId;killTime	
377	0x158aca0	0x565d134	-67968688	0x15d72d0	364	DcHighlightKeyProtectorItem	highlightType;enemyRoleId;minHpTime;killTime	
378	0x158acac	0x565d138	-67968676	0x15d74a0	400	DcHighlightControlItem	highlightType;skillUseTime;skillId;firstControlTime;lastControlTime	
379	0x158acb8	0x565d13c	-67968664	0x15d7694	1660	FEBattleDcPlayerHighlight	minHp;minHpTime	highlightControlItems;highlightControlItems;skillUseDic;skillUseDic;highlightKeyProtectorItems;highlightKeyProtectorItems;bestPartnerInfo;bestPartnerInfo;perfectFitInfos;perfectFitInfos
380	0x158acc4	0x565d140	-67968652	0x15d7d74	600	DcWardExposeActorData	enterTime;exitTime;isLeave	actor;actor
381	0x158acd0	0x565d144	-67968640	0x15d8030	596	DcWardDetailActor	objId;createBattleTime;destroyBattleTime;dieReason;wardType;wardPosition;heroList;monsterList;wardList;soliderList;tempList	
382	0x158acdc	0x565d148	-67968628	0x15d82e8	536	FEBattleDcPlayerWardDetailStat	platformType	wardActors;wardActors
383	0x158ace8	0x565d14c	-67968616	0x15d8564	436	DcWardActor	objId;createBattleTime;destroyBattleTime;dieReason;wardType;wardPosition	
384	0x158acf4	0x565d150	-67968604	0x15d877c	536	FEBattleDcPlayerWardStat	platformType	wardActors;wardActors
385	0x158ad00	0x565d154	-67968592	0x15d89f8	256	FEBattleDcPlayerSpellUseAndHit	viego_LastTransformTime	
386	0x158ad0c	0x565d158	-67968580	0x15d8b50	564	FEBattleDcItemBase	battleBeginTime;reportTypesCount	player;player
387	0x158ad18	0x565d15c	-67968568	0x15d8de8	None	FEBattleDcPlayerData		player;player;moneySubvision;moneySubvision;expSubvision;expSubvision;recallAndSummonerSpell;recallAndSummonerSpell;championDeath;championDeath;equipOperate;equipOperate;championKillAward;championKillAward;championDmg;championDmg;aICoachDetail
388	0x158ad24	0x565d160	-67968556	0x15dc074	None	DataCollectSystem	lastSecurityDataSample;sampleDuration;lastSampleTime;maxSampleCount;curSampleCount;isBegin;safetyDataCurSampleCount;safetyDataLastSampleTime;safetyDataIsBegin;blueCount;roleNum;aiNum;lastSampleTimePerSec;curSampleCountPer;isBeginPer;isOpenSamplePer	playerDataList;playerDataList;playerDataDic;playerDataDic;globalData;globalData;securityData;securityData;specialActiviy;specialActiviy;liveShowDcMgr;liveShowDcMgr
389	0x158ad30	0x565d164	-67968544	0x15dcdec	484	GmLgcActionUtil		gmProcessor;gmProcessor
390	0x158ad3c	0x565d168	-67968532	0x15dd034	1376	GMLgcVariableContext	recordHeroStack;needSaveRecordStack;markedEnemyID;heroIconDisplayBorderWidth;heroCount;currHeroId;currHeroIndex;specialTeamateID;teammateMarkIconPrefabPath;enemyMarkIconPrefabPath;currHeroName;soldierType;combatMarkerEnemyList;combatMarkerAllyList;sightMarkerList;soldierLine;heroLine	visionMonster;visionMonster;sightMarkerDic;sightMarkerDic
391	0x158ad48	0x565d16c	-67968520	0x15dd5f8	652	GMLgcVariableGlobalContext	rawVersion;rawResVersion;aiGmMoveMarkCount;aiGmMoveMarkType	forceKillDic;forceKillDic
392	0x158ad54	0x565d170	-67968508	0x15dd8e8	484	GMLgcCmdProcessor		variableContext;variableContext
393	0x158ad60	0x565d174	-67968496	0x15ddb30	292	TraceBinaryWriter	writePosition;readPosition	
394	0x158ad6c	0x565d178	-67968484	0x15ddcb8	1396	DemDataBuff	haveWriteIncre;useSize	objCntDic;objCntDic;cfgHashDic;cfgHashDic;bw;bw;freelist;freelist
395	0x158ad78	0x565d17c	-67968472	0x15de290	256	BattleActorMsg	eventType	
396	0x158ad84	0x565d180	-67968460	0x15de3e8	256	BulletMsg	eventType	
397	0x158ad90	0x565d184	-67968448	0x15de540	None	DataFrame	lgcEventMgr;aiLgcEventMgr	battle;battle;tmpSyncObjs;tmpSyncObjs;actorEventMgr;actorEventMgr;eventRestoreMgr;eventRestoreMgr;aisystem;aisystem;aihook;aihook;gameStateMgr;gameStateMgr;eSportSystem;eSportSystem
398	0x158ad9c	0x565d188	-67968436	0x15df4a0	484	FEMsgQueue		msgSeq;msgSeq
399	0x158ada8	0x565d18c	-67968424	0x15df6e8	None	FEInterfaceConfig	isRiotLogEnabled;isVisiAssetsPrepared;isLogicAssetPrepared;logicUseStringCache;useStringCacheMode;enableSpecialLog;enableUseBinaryJson;isAssetConfigsReady;hasException;isSkillEditorMode;isSkillEditorOpenMemReccover;gmEnableBuildingRefresh;gmDisableCDLockingProtect;gmEnbleFELoadCfgFailed;gmOpenMultiCamp;useLogicNetwork;isLogicThreadEnabled;useDataSyncObject;isTargetSelectionDebugEnabled;isIgnoreActionTargetRefreshPos;isTestingFlowToggle;enableFrameDump;enableFullDump;enableZeroDump;useQuickStartBattle;enableFogCut;visiFocusRoleId;logicPersistentDataPathDir;logicPersistentDataResPathDir;logFileDir;rootDir;logicResRootDir;visiResRootDir;logicResPufferRootDir;visiResPufferRootDir;roundEndReason;chRemakeCamp;chRemakeTeamId;winCamp;runtimeEnvType;openAddtiveEncrypt;openAddtiveHash;curFEContext;svrInfo;effectiveVersion;logicAppVersion;logicResVersion;emulatorName;isOldResVersionMode;isWaitingReleaseOldRes;logicResLoadMode;pageHoneyPotPtr;honeyPotInsertBattleType;honeyPotClearFlag;InsertHoneyPotPtrTeam;mobileGrade;vpnInfo;enableTDBAllocInfo;serviceMode;forceAiSystem;enableAiService;enableGameStateMonitor;useNcnnForJungle	
400	0x158adb4	0x565d190	-67968412	0x15e0464	None	FEDesk	deskID;deskToggle;memmgr	dataroot;dataroot;fe_interface_config;fe_interface_config;msg_queue;msg_queue;syncIDMgr;syncIDMgr;dataSync;dataSync;frameroot;frameroot;drive_entry;drive_entry;cmdroot;cmdroot
401	0x158adc0	0x565d194	-67968400	0x15e1328	1028	FEDataRoot		desk;desk;feBattleContext;feBattleContext;dataConfig;dataConfig
402	0x158adcc	0x565d198	-67968388	0x15e1790	756	TargetUtilsBase		resultActors;resultActors;targetSelection;targetSelection
403	0x158add8	0x565d19c	-67968376	0x15e1ae8	788	ActorRealm	id;owner;target;center;radius;beforeRelease;delayDestoryTime;startDestoryTime	members;members
404	0x158ade4	0x565d1a0	-67968364	0x15e1e60	292	ActorRealmMgr	count;openTriggerTimeEvent	
405	0x158adf0	0x565d1a4	-67968352	0x15e1fe8	256	SubBattleMgr	battleCount	
406	0x158adfc	0x565d1a8	-67968340	0x15e2140	1468	RandomGainRuleMgr	curRandomRound;randomGroupId;enableRandomNumLimit;maxOfPerPerson	roundQualityDic;roundQualityDic;banDic;banDic;gainQualityDic;gainQualityDic;remainingRandomNumForEachGainDic;remainingRandomNumForEachGainDic
407	0x158ae08	0x565d1ac	-67968328	0x15e2760	328	BattleFow	enabled;disableFowOutofGrass;battleStart	
408	0x158ae14	0x565d1b0	-67968316	0x15e290c	400	FixTime	FrameCount;CurFrameIndex;Time;FrameRate;DeltaTime	
409	0x158ae20	0x565d1b4	-67968304	0x15e2b00	572	FixRandom	fix_seed;useed	battle;battle
410	0x158ae2c	0x565d1b8	-67968292	0x15e2da0	256	BattleEventResObject	triggerRate	
411	0x158ae38	0x565d1bc	-67968280	0x15e2ef8	1016	BattleEventNode	id;state;triggerCamp;camp1RedHeros;camp1BlueHeros;camp2RedHeros;camp2BlueHeros	resBattleEvent;resBattleEvent;flowList;flowList
412	0x158ae44	0x565d1c0	-67968268	0x15e3354	836	BattleEventMgr	isEventTriggered;triggeredTime	battle;battle;eventList;eventList
413	0x158ae50	0x565d1c4	-67968256	0x15e36fc	544	BattleEventConditionInfo	iConditionID;modeConfigType;conditionType;iConditionTriggerTimes;iConditionParam1;iConditionParam2;iConditionParam3;iConditionParam4;iConditionParam5	
414	0x158ae5c	0x565d1c8	-67968244	0x15e3980	616	BattleTeamTotalKillInfo	totalKillHeros;totalKillSoldiers;totalKillTowers;totalKillDragons;totalKillHexRex;totalKillHexPoro;totalKillHexCannon;totaKkillHexBaron;totalKillRexMecha;totalKillYordlePig;riftheralTotalKillTowers	
415	0x158ae68	0x565d1cc	-67968232	0x15e3c4c	1820	BattleScoringManager	hasGeneratedFirstBlood;hasGeneratedTowerFirstBlood;blueTeamKillInfo;redTeamKillInfo;multiKillConditionResList;monsterSnatchConditionResList;isUseGM;redTowerDieCount;blueTowerDieCount;firstRedTowerDieTime;firstBlueTowerDieTime;redHomeBaseDieCount;blueHomeBaseDieCount;killHeroCounter	gameResultRoomStat;gameResultRoomStat;gameResultExtraRoomBattleStat;gameResultExtraRoomBattleStat;championKeyPropertyStat;championKeyPropertyStat;skillUseHistoryDic;skillUseHistoryDic
416	0x158ae74	0x565d1d0	-67968220	0x15e43cc	256	RPNAnalyzeData	bHpRatio	
417	0x158ae80	0x565d1d4	-67968208	0x15e4524	2204	EffectBase	effectType;indexInRes	res;res;strFormula;strFormula;rpn;rpn;buff;buff;bullet;bullet;filter;filter;analyzeData;analyzeData
418	0x158ae8c	0x565d1d8	-67968196	0x15e4e24	256	BattleGlobalVariable	inspectorFlag	
419	0x158ae98	0x565d1dc	-67968184	0x15e4f7c	484	VoteMgr		battle;battle
420	0x158aea4	0x565d1e0	-67968172	0x15e51c4	564	RemakeMgr	isRemakeSwitchOff;isAutoTriggerRemake	remakeApprovedTeam;remakeApprovedTeam
421	0x158aeb0	0x565d1e4	-67968160	0x15e545c	328	HangupEnterInfoResObject	battleTime;hangupEnterTime;specifiedHeroHangupEnterTime	
422	0x158aebc	0x565d1e8	-67968148	0x15e5608	888	NewAFKRuleResObject	recordValidBehaviorCount;validBehaviorPositionOffsetRadius;saveReplayTime	hangupEnterInfoResObjectList;hangupEnterInfoResObjectList;recordDataTimeList;recordDataTimeList
423	0x158aec8	0x565d1ec	-67968136	0x15e59e4	472	OldAFKRuleResObject	hangupEnterTime;specifiedHeroHangupEnterTime;aiManageProcessOffsetTime;aiManageNormalRecallTime;specifiedHeroAIManageNormalRecallOffsetTime;aiManageOfflineRecallTime;aiManagerGrade	
424	0x158aed4	0x565d1f0	-67968124	0x15e5c20	844	AFKConfigResObject	id;specifiedHeroResID	oldAFKRuleResObject;oldAFKRuleResObject;newAFKRuleResObject;newAFKRuleResObject
425	0x158aee0	0x565d1f4	-67968112	0x15e5fd0	528	HangUpMgr	isNeedVoteHangupAiManage	afkConfigResObject;afkConfigResObject
426	0x158aeec	0x565d1f8	-67968100	0x15e6244	484	SurrenderMgr		battle;battle
427	0x158aef8	0x565d1fc	-67968088	0x15e648c	364	EquipSkillGroupData	roleId;equipResId;skillResId;groupId	
428	0x158af04	0x565d200	-67968076	0x15e665c	756	BattleEquipCancelRuleMgr		battle;battle;canCancelEquipStackDict;canCancelEquipStackDict
429	0x158af10	0x565d204	-67968064	0x15e69b4	484	BattleEquipPurchaseRuleBanned		bannedEquipList;bannedEquipList
430	0x158af1c	0x565d208	-67968052	0x15e6bfc	756	BattleEquipPurchaseRuleMgr		purchaseExtendSwitchRule;purchaseExtendSwitchRule;purchaseRules;purchaseRules
431	0x158af28	0x565d20c	-67968040	0x15e6f54	1028	BattleEquipMgr		battle;battle;setSkillGroupIDList;setSkillGroupIDList;forceAppendEquipDic;forceAppendEquipDic
432	0x158af34	0x565d210	-67968028	0x15e73bc	484	BattleMonsterGrowth_DC		monsterGrowthDict;monsterGrowthDict
433	0x158af40	0x565d214	-67968016	0x15e7604	484	BattleMonsterGrowth		_DC;_DC
434	0x158af4c	0x565d218	-67968004	0x15e784c	292	TestingSyncNode	completed;syncId	
435	0x158af58	0x565d21c	-67967992	0x15e79d4	528	TestingMgr	skinSubId	syncNodeList;syncNodeList
436	0x158af64	0x565d220	-67967980	0x15e7c48	256	MagicFieldMgr	uuid	
437	0x158af70	0x565d224	-67967968	0x15e7da0	484	BulletInitProcessor		initList;initList
438	0x158af7c	0x565d228	-67967956	0x15e7fe8	616	BulletMgr	profilerIndex;updateCount;groupObjId	bulletGroups;bulletGroups
439	0x158af88	0x565d22c	-67967944	0x15e82b4	528	FixDelayObject	delayTime	fixObject;fixObject
440	0x158af94	0x565d230	-67967932	0x15e8528	536	FixObjectMgr	listObjectsCount	delayPool;delayPool
441	0x158afa0	0x565d234	-67967920	0x15e87a4	256	ActorMgr	profilerIndex	
442	0x158afac	0x565d238	-67967908	0x15e88fc	536	BattleState	stateId	battle;battle
443	0x158afb8	0x565d23c	-67967896	0x15e8b78	572	BattleStateMgr	isBattleFinish;battleFinishTime	currentState;currentState
444	0x158afc4	0x565d240	-67967884	0x15e8e18	364	BulletCommonConfig	checkObstruct;checkTerrainWall;hitSceneHandler;bulletSpeed	
445	0x158afd0	0x565d244	-67967872	0x15e8fe8	364	LevelExpMoneyReviseParaUnit	limitTime;param;numberOfShares;battleLineType	
446	0x158afdc	0x565d248	-67967860	0x15e91b8	292	LevelStageUnit	limitTime;incVal	
447	0x158afe8	0x565d24c	-67967848	0x15e9340	256	LevelRhythm	rhythmKey	
448	0x158aff4	0x565d250	-67967836	0x15e9498	484	BattleLevelRule_DC		resLevelRhythm;resLevelRhythm
449	0x158b000	0x565d254	-67967824	0x15e96e0	1028	BattleLevelRule		currentExtraLevelRule;currentExtraLevelRule;_DC;_DC;bulletConfig;bulletConfig
450	0x158b00c	0x565d258	-67967812	0x15e9b48	484	MapActorPointMgr		mapActorPointList;mapActorPointList
451	0x158b018	0x565d25c	-67967800	0x15e9d90	256	MapGrassWardPointObj	grassId	
452	0x158b024	0x565d260	-67967788	0x15e9ee8	484	MapGrassWardGroupObj		mapGrassWardList;mapGrassWardList
453	0x158b030	0x565d264	-67967776	0x15ea130	484	MapGrassWardPointMgr		mapGrassWardGroups;mapGrassWardGroups
454	0x158b03c	0x565d268	-67967764	0x15ea378	1844	MapAnchorResObject		mapPointMgr;mapPointMgr;mapPathPointMgr;mapPathPointMgr;mapGrassWardPointMgr;mapGrassWardPointMgr;mapActorPointMgr;mapActorPointMgr;mapBlockPointMgr;mapBlockPointMgr;simpleAnchorGroup;simpleAnchorGroup
455	0x158b048	0x565d26c	-67967752	0x15eab10	292	GrassWardData	fixPostion;grassId	
456	0x158b054	0x565d270	-67967740	0x15eac98	536	GrassWardGroupData	groupID	grassWards;grassWards
457	0x158b060	0x565d274	-67967728	0x15eaf14	484	GrassWardDataMgr		grassWardGroups;grassWardGroups
458	0x158b06c	0x565d278	-67967716	0x15eb15c	528	PointPathData	line	pathPointPos;pathPointPos
459	0x158b078	0x565d27c	-67967704	0x15eb3d0	484	PathMgrData		pathList;pathList
460	0x158b084	0x565d280	-67967692	0x15eb618	None	AnchorDataData	useLeashRange;isNeedIndicator;bEnableRandomGroup;enablePreShowIcon;isShowBornTime;maxCountDownCircleTime;isShowLeaveTime;isHideBornLeaveProgressBorder;dieRefreshIgnoreSummonChild;isRandomBornPos;isMiniMapAnchorGroup;indicatorBuffCheckID;showBornDelayTime;maxShowTime;groupIdForAnalysis;plantAnalysisId;poiRadius;indicatorTriggerRadius;leashRangeForward;leashRangeAngle;leashRangeRadius;leashRangeInnerRadius;interval;indicatorRadius;buffOpenTimeLength;intervalInOneWave;startTime;leashRangeCenter;transformPos;poiType;anchorType;indicatorType;line;defenceLayer;refreshType;camp;areaCamp;exitTrigger;applyBuffTrigger;enterTrigger;hurtTrigger	leashIndicatorAlphaCurve;leashIndicatorAlphaCurve;replaceTrigger;replaceTrigger;actorInfos;actorInfos
461	0x158b090	0x565d284	-67967680	0x15ec054	484	ActorPointData		actorAnchors;actorAnchors
462	0x158b09c	0x565d288	-67967668	0x15ec29c	400	MapPointData	type;line;battleCamp;fixPostion;fixForward	
463	0x158b0a8	0x565d28c	-67967656	0x15ec490	484	MapPointMgrData		pointList;pointList
464	0x158b0b4	0x565d290	-67967644	0x15ec6d8	1572	MapAnchorConfigData		mapPointMgr;mapPointMgr;actorPointMgr;actorPointMgr;pathMgr;pathMgr;grassWardMgr;grassWardMgr;blockAnchorData;blockAnchorData
465	0x158b0c0	0x565d294	-67967632	0x15ecd60	256	SkillGemAssetObject	resID	
466	0x158b0cc	0x565d298	-67967620	0x15eceb8	904	ForgeConfigResObject	startupStock;stockInTime;stockInNumPerRound;maximunStock;cost;nonBraveChoiceCostChange;coreBoostRateMin;coreBoostRateMax;recommendMinimunWeightAttribute;recommendMinimunWeightEquipment;originRegenerateRate1;originRegenerateRate2;maxOriginRegenerateRateNum;braveChoiceExtraMoney;braveChoiceExtraOrigin;braveChoiceCouponCount;braveChoiceCouponPrice;randomPickHeroGiftOrigin;useSolution	
467	0x158b0d8	0x565d29c	-67967608	0x15ed2a4	256	PreloadCommonAssetObject	resID	
468	0x158b0e4	0x565d2a0	-67967596	0x15ed3fc	256	GamePlayComponentGroupAssetObject	resID	
469	0x158b0f0	0x565d2a4	-67967584	0x15ed554	484	GamePlayComponentGroupRefResObject		groupAsset;groupAsset
470	0x158b0fc	0x565d2a8	-67967572	0x15ed79c	528	GamePlayComponentRefResObject	lazyAttach	compAsset;compAsset
471	0x158b108	0x565d2ac	-67967560	0x15eda10	328	BattleConditionBaseRes	conditionType;combine;isInverse	
472	0x158b114	0x565d2b0	-67967548	0x15edbbc	364	FixModuleResObject	fixAttrType;fixValueType;fixAlgorithm;fixValue	
473	0x158b120	0x565d2b4	-67967536	0x15edd8c	256	ResAssetObject	resID	
474	0x158b12c	0x565d2b8	-67967524	0x15edee4	256	MonsterThemeSkinAssetObject	resID	
475	0x158b138	0x565d2bc	-67967512	0x15ee03c	None	GamePlayConfigResObject	levelRuleType;battleLineNumType;equipPurchaseRuleType;equipCDRuleType;iBattleShopKey;iEquipShopKey;iMaxCountDownTime;iRestrictMiniMapRange;eUseMode;iEquipSlotsCapacityA;iEquipSlotsCapacityB;bodyScaleMin;bodyScaleMax;mapType;mapGridSize;mapCols;mapRows;iHeroLevel;iMaxMoney;iBornMoney;iBattleBeginTime;iExpMoneyReviseKey;iMonsterGrowthKey;iRhythmKey;iHeroLvExpKey;iHeroAttrLevelKey;iHeroBaseAttrKey;iDeadSkillCDSpeed;iSummonerSpellInitCD;averageKillMoney;iCampNum;iCampPlayerNum;saleEquipMoneyRate;iEquipExchangePubishCD;iMaxLevel;treatFlyTextMin;mpRecoverInterval;enableHeroMaxReviveTime;heroMaxReviveTime;overrideFightDuration;fightDuration;t3ActiveEquipBagSize;battleModeConfigType;commonCDFix;summonerCDFix;commonTreatMyselfFix;commonTreatOtherFix;aoeDamageFixForSoldier	monsterThemeSkinAssetObj;monsterThemeSkinAssetObj;mapAsset;mapAsset
476	0x158b144	0x565d2c0	-67967500	0x15ef1bc	1552	MatchBattleModeResObject	iBattleMode;iGamePlayMode;ePlayMode;eMatchType;iAIDifficulty;iIsHeroAchi;isNegativeScFlag;iBornFlowDelay;isRecordMoments;enableRecordHeroAchievement;isHeroAssisAwardNoShare;isCanQuitGameInAllAI;isMVPCalUseAllPro;iMvpScoreModeID;afkConfigID;isHangupManagedFlag;isHangupVoteFlag;hangupProcessType;iSurrenderOpenTime;iSurrenderAllPassFinishTime;iSurrenderTime;iSurrenderCD;iHangUpApprovePercent;iHangUpVoteTime;remakeHangupTime;remakeCheckTime;remakeContinueTime;remakeVotingTime;remakeTipsTime;remakeApprovePercent;remakeTeammateRank;remakeCountGreaterThanRank;remakeCountLessThanRank;remakeChampGrade;remakeCountGreaterThanChampGrade;remakeCountLessThanChampGrade;isPracticeModeDriver	
477	0x158b150	0x565d2c4	-67967488	0x15ef830	1388	BattleLevel_DC	battleBeginTime;maxCountDownTime	newRes;newRes;gamePlayConfig;gamePlayConfig;anchorConfig;anchorConfig;mapAnchor;mapAnchor
478	0x158b15c	0x565d2c8	-67967476	0x15efe00	808	BattleLevel	MoneyAddRate	battle;battle;_DC;_DC
479	0x158b168	0x565d2cc	-67967464	0x15f018c	572	FixNavAstar	openedValue;closedValue	variableTable;variableTable
480	0x158b174	0x565d2d0	-67967452	0x15f042c	292	MapPolygonVertex	x;y	
481	0x158b180	0x565d2d4	-67967440	0x15f05b4	564	MapPolygon	aabb;verticeCount	vertices;vertices
482	0x158b18c	0x565d2d8	-67967428	0x15f084c	256	FixGrass	grassId	
483	0x158b198	0x565d2dc	-67967416	0x15f09a4	600	GlobalStandTable	maxRow;maxCol;origin	elementalFlagTable;elementalFlagTable
484	0x158b1a4	0x565d2e0	-67967404	0x15f0c60	1940	FixNavigation	boundAabb;indexMapSize	obstaclePolygons;obstaclePolygons;grassPolygons;grassPolygons;icePolygons;icePolygons;navPathForVisi;navPathForVisi;astarForVisi;astarForVisi;map;map
485	0x158b1b0	0x565d2e4	-67967392	0x15f1458	1080	VisiBattleMap	mapIndex	navigation;navigation;_DC;_DC;_MapDataSet;_MapDataSet
486	0x158b1bc	0x565d2e8	-67967380	0x15f18f4	528	BattleTeamStatistic	totalGenerateSoldiers	team;team
487	0x158b1c8	0x565d2ec	-67967368	0x15f1b68	572	BattleMinion	soldierQuickState;soldierQuickOver	skin;skin
488	0x158b1d4	0x565d2f0	-67967356	0x15f1e08	1124	MonsterComponentEvolution	curEvolutionID;lastEvolutionID;lastRefMonsterID;fadeOutFlow;fadeInFlow;evolutionState;originDeadSkill;curDeadSkill;evolutionSkinID;bucketHandle	evolutionDic;evolutionDic;preConditionFlows;preConditionFlows
489	0x158b1e0	0x565d2f4	-67967344	0x15f22d0	1028	BattleMonster		killAssist;killAssist;skin;skin;evolution;evolution
490	0x158b1ec	0x565d2f8	-67967332	0x15f2738	756	BattleTurret		killAssist;killAssist;skin;skin
491	0x158b1f8	0x565d2fc	-67967320	0x15f2a90	484	BattleSpring		skin;skin
492	0x158b204	0x565d300	-67967308	0x15f2cd8	756	BattleHomebase		killAssist;killAssist;skin;skin
493	0x158b210	0x565d304	-67967296	0x15f3030	508	EvacuateDepotItemData	iID;roleID;itemID;itemNum;isEquipping;index;equipBagId;consumeSkillId	
494	0x158b21c	0x565d308	-67967284	0x15f3290	528	EvacuateDataMgr	uniqueID	clientSetFlag;clientSetFlag
495	0x158b228	0x565d30c	-67967272	0x15f3504	364	HexAramDataMgr	selectedGainQuality;preRoundRandomCount;ignoreSecurityCheck;ignoreExcludeCheck	
496	0x158b234	0x565d310	-67967260	0x15f36d4	940	RuinDataMgr	curRound;maxRound;monsterNum;monsterTotalNum;monsterCreatedFinish;roundTime;inBattle;isPause;isSentEndEvent;killRuinMonsterCount;killRuinElitesCount;killRuinBossCount	monsters;monsters
497	0x158b240	0x565d314	-67967248	0x15f3ae4	400	PixiuStatInfo	playerRoleId;receiveAwardRound;receiveAwardSycee;receiveAwardID;settlementSycee	
498	0x158b24c	0x565d318	-67967236	0x15f3cd8	292	PixiuBetInfo	playerRoleId;restlt	
499	0x158b258	0x565d31c	-67967224	0x15f3e60	880	PixiuAwardMgr	onPathSelect;onBet;pairIndex	lastBetOnWinner;lastBetOnWinner;pixiuStatInfoDic;pixiuStatInfoDic
500	0x158b264	0x565d320	-67967212	0x15f4234	600	CherryTeamMatchMgr	teamInitMatchWeight;teamRandomMatchWeight;teamExtraMatchWeight	teamMatchRecordsDict;teamMatchRecordsDict
501	0x158b270	0x565d324	-67967200	0x15f44f0	472	FightRecord	teamId;result;sceneId;member1RoleId;member1DamageValue;member2RoleId;member2DamageValue	
